model,fold,y_true,probability
Random forest,5,0,0.5646706063628822
Random forest,5,1,0.7224744829939642
Random forest,5,1,0.6280961619326313
Random forest,5,1,0.7472943518948966
Random forest,5,1,0.6347260144474618
Random forest,5,0,0.4042907596659199
Random forest,5,1,0.5892023899618052
Random forest,5,1,0.5894200839771611
Random forest,5,1,0.5742447691530973
Random forest,5,0,0.40379550260473146
Random forest,5,1,0.6391629794390701
Random forest,5,0,0.5482615296281766
Random forest,5,1,0.5345512558135421
Random forest,5,1,0.4919121726797262
Random forest,5,1,0.7317559734781033
Random forest,5,1,0.6546460983776378
Random forest,5,1,0.35121569557480925
Random forest,5,0,0.5557803789413966
Random forest,5,1,0.48756251897577046
Random forest,5,0,0.4241692155286505
Random forest,5,1,0.5869537044739033
Random forest,5,1,0.5809728864118597
Random forest,5,1,0.46808046111850055
Random forest,5,0,0.5182896645306713
Random forest,5,0,0.370233587475805
Random forest,5,0,0.5420564884315042
Gradient boosting,5,1,0.769513707613201
Gradient boosting,5,1,0.9733014862382203
Gradient boosting,5,1,0.9454486645390014
Gradient boosting,5,1,0.9667580226404493
Gradient boosting,5,0,0.020259258731251076
Gradient boosting,5,1,0.988632444832592
Gradient boosting,5,1,0.16895899558572716
Gradient boosting,5,1,0.9879520994053894
Gradient boosting,5,0,0.6557039516675257
Gradient boosting,5,1,0.9928031834574806
Gradient boosting,5,1,0.9994207783628336
Gradient boosting,5,0,0.9766667078276595
Gradient boosting,5,0,0.1450477089707481
Gradient boosting,5,1,0.9995095036868828
Gradient boosting,5,1,0.7745836166480974
Gradient boosting,5,1,0.9940336020919477
Gradient boosting,5,1,0.9933553341882172
Gradient boosting,5,0,0.022714916621695204
Gradient boosting,5,1,0.6689209200040378
Gradient boosting,5,1,0.9540714613477567
Gradient boosting,5,1,0.9034383126534888
Gradient boosting,5,0,0.6132467722360977
Gradient boosting,5,1,0.8134558262947039
Gradient boosting,5,0,0.3071643855520549
Gradient boosting,5,1,0.911813944876343
Gradient boosting,5,1,0.6824721983032904
Gradient boosting,5,1,0.9321810466003845
Gradient boosting,5,1,0.9163186860439245
Gradient boosting,5,1,0.4510138750153492
Gradient boosting,5,0,0.7561810765236572
Gradient boosting,5,1,0.5286687089184297
Gradient boosting,5,0,0.9496375935127105
Gradient boosting,5,1,0.7822746987589635
Gradient boosting,5,1,0.7957678931672825
Gradient boosting,5,1,0.5607505202952522
Gradient boosting,5,0,0.429618200054319
Gradient boosting,5,0,0.05646123337183612
Gradient boosting,5,0,0.7363122558323077
Support vector machine,5,1,0.6953636682315388
Support vector machine,5,1,0.6785393134235904
Support vector machine,5,1,0.6862120932500199
Support vector machine,5,1,0.6849307964366125
Support vector machine,5,0,0.6822498273399891
Support vector machine,5,1,0.6900337004163634
Support vector machine,5,1,0.6729820549320429
Support vector machine,5,1,0.6922956401094725
Support vector machine,5,0,0.6827207365627316
Support vector machine,5,1,0.6940131012885126
Support vector machine,5,1,0.6808958597858692
Support vector machine,5,0,0.6704169893763101
Support vector machine,5,0,0.678930754058703
Support vector machine,5,1,0.6930224957382803
Support vector machine,5,1,0.6865506121456919
Support vector machine,5,1,0.6831687382820072
Support vector machine,5,1,0.6941939649684254
Support vector machine,5,0,0.6667138725581429
Support vector machine,5,1,0.6840342273255793
Support vector machine,5,1,0.6851290089136806
Support vector machine,5,1,0.6938178249645639
Support vector machine,5,0,0.685773235608832
Support vector machine,5,1,0.68248203278374
Support vector machine,5,0,0.678857307684857
Support vector machine,5,1,0.6731923618386881
Support vector machine,5,1,0.6821633000263907
Support vector machine,5,1,0.6848563426855782
Support vector machine,5,1,0.6802139267886873
Support vector machine,5,1,0.6697632309095624
Support vector machine,5,0,0.6848856459013182
Support vector machine,5,1,0.6831498108474992
Support vector machine,5,0,0.689996109387452
Support vector machine,5,1,0.6795085111269191
Support vector machine,5,1,0.681424939845516
Support vector machine,5,1,0.67499834959187
Support vector machine,5,0,0.6750282641349185
Support vector machine,5,0,0.6828046475882236
Support vector machine,5,0,0.6878827404682557
